,name,sku,price
224,"Motor Mount Bracket: Jetta, Golf 85-92", 14121,29.95
225,"Vacuum Hose: 1.6TD engines 83-92  - Pressure Relief Valve to Intake Hose, Silicone", 23850,29.95
226,Turbocharger Gasket: 1.9TD/TDI 93-04, 24201,11.95
227,"Dipstick Funnel Tube: 1.9L Diesel Engines, 1Z/AAZ/AHU 93-99", 16422,6.95
228,Intake Manifold Gasket: All 8V Water Cooled 4 cyl VWs 75-92, 1398,2.95
229,"Main Bearing Set: Gas & Diesel 4 Cyl engines 87-04 - +.010""/.25mm", 22839,79.95
230,"Main Bearing Cap Bolt: AAZ/TDI/1.8T/2.0T 93-08 - M10 x 80mm, Grade 10", 21534,3.95
231,"Filter Kit: Jetta, Golf Diesel 89-92 - Oil, Air, Fuel", 20031,38.95
232,Wrist Pin Bushing: 1.9L TD/TDI 93-04, 20059,12.95
233,Valve Cover Gasket: 1.9L Diesel 93-96 - Rubber, 16893,17.95
234,Camshaft Pulley: Diesels 77-99 - Used, 35096,20.00
235,"Oil Filters: 10 Pack.  Save $10!  All VW 4 Cylinder Diesel and Turbo Diesel 79-95, Passat 1.8 Turbo 98-05", 16970,69.95
236,"Connecting Rod Bearing Set: 1.9L Diesel/Turbo Diesel/TDI - +.010""(.25mm)", 20209,69.95
237,"Injector Line: 1.5D/1.6D non-turbos 77-90.5 - #2, Used", 39177,15.00
238,Head Gasket: 1.5L Diesel Mechanical 5 Notch, 1189,26.95
239,Woodruff Key: All Diesel Injection Pumps 77-96, 24464,6.95
240,"Piston Ring Set: 1.5D, 1.6D, 1.6TD,  +.020""(.5mm), German Made", 1563,129.95
241,Valve Cover Bolt Set: TDI ALH 99.4-04 - Set of 7, 23375,14.95
242,Connecting Rod: 1.6L Diesel 81-92 - Used, 36048,60.00
243,"Oil Pan Baffle: Jetta, Golf 2.0L 93-99.5 & Others", 15315,59.95
244,"Injector Nozzle: Rabbit, Dasher 1.5L Diesel 77-80 - Bosch", 1421,29.95
245,"Oil Pan Sensor Cover: Jetta, Golf, New Beetle, Passat 98-12", 22285,19.95
246,Engine Mount: Vanagon 80-92 - Outer, 1618,14.95
247,Engine Mount: Vanagon 80-92 - Inner, 1617,14.95
248,Hex Nut: 8mm x 13mm Galvanized for General Use, 3554,0.95
249,Cam Position Sensor: Jetta TDI 05.5-06 - G40 Sensor, 23206,99.95
250,"Wrist Pin Bushing: 1.6L Diesel & Turbo Diesel 1981-1992 - 24mm, Set of 4", 13805,9.95
